Marca,Modelo,Ano_Fabricacao,Ano_Modelo,Quilometragem,Combustivel,Cambio,Cor,Num_Portas,Estado_Venda,Preco_Listagem,Foi_Vendido
Nissan,Sentra,2013,2013,160236,Flex,CVT,Cinza,4,GO,11859,0
Jeep,Renegade,2021,2022,30008,Flex,Automático,Cinza,4,BA,75723,1
Ford,Fiesta,2018,2018,94431,Flex,Automático,Vermelho,4,CE,28984,0
Chevrolet,Spin,2012,2013,166542,Flex,Manual,Preto,4,RJ,10000,0
Hyundai,Creta,2007,2007,249833,Flex,Manual,Preto,4,CE,10000,1
Toyota,RAV4,2023,2024,19811,Flex,Manual,Azul,4,PE,69880,1
Hyundai,Creta,2008,2008,232001,Flex,Manual,Cinza,4,PR,10000,0
Jeep,Renegade,2018,2019,115585,Flex,Automático,Preto,4,SP,27519,1
Chevrolet,Onix Plus,2010,2011,104308,Flex,Manual,Marrom,4,CE,11979,0
Fiat,Cronos,2023,2024,14372,Flex,Manual,Prata,4,GO,38810,1
Hyundai,HB20,2016,2016,114257,Flex,Automático,Cinza,2,RS,19712,1
Peugeot,2008,2020,2020,70399,Flex,Automático,Azul,4,DF,29903,0
Honda,Fit,2024,2025,1315,Flex,Manual,Cinza,4,SP,85571,1
Toyota,Hilux,2025,2025,633,Flex,Automatizado,Preto,4,BA,95350,1
Ford,Ranger,2009,2010,131650,Flex,Manual,Branco,4,BA,10000,0
Citroën,C3,2014,2015,227429,Flex,Manual,Vermelho,2,PR,10000,0
Jeep,Commander,2011,2011,250029,Flex,Manual,Prata,4,CE,10000,1
Hyundai,Creta,2007,2007,171826,Flex,Automático,Vermelho,4,RS,10000,1
Renault,Kwid,2012,2012,265352,Flex,Automático,Vermelho,4,RS,10000,0
Jeep,Compass,2005,2006,355329,Flex,CVT,Marrom,4,RJ,10000,0
Toyota,SW4,2019,2020,87543,Flex,Manual,Vermelho,4,PR,41947,0
Ford,Focus,2010,2011,294034,Gasolina,Automático,Preto,2,ES,10000,0
Renault,Sandero,2018,2018,83398,Flex,Manual,Cinza,4,MG,17001,0
Hyundai,Tucson,2021,2021,35520,Flex,Manual,Cinza,2,SC,48767,1
Toyota,Corolla,2019,2020,86231,Flex,Manual,Marrom,2,SC,51244,0
Volkswagen,Voyage,2005,2005,374597,Diesel,Automático,Marrom,2,RJ,10000,0
Jeep,Renegade,2015,2015,159239,Flex,Manual,Prata,4,GO,13111,0
Honda,Civic,2011,2011,232853,Flex,Manual,Preto,4,SC,10000,0
Peugeot,2008,2008,2009,206461,Flex,Manual,Marrom,4,ES,10000,0
Honda,Civic,2022,2022,18812,Flex,Automático,Prata,4,SP,79896,1
Fiat,Palio,2005,2006,231760,Flex,Manual,Azul,2,GO,10000,0
Jeep,Commander,2024,2024,8557,Flex,CVT,Prata,4,BA,118621,0
Hyundai,i30,2021,2022,49851,Gasolina,Automatizado,Branco,4,DF,46836,0
Peugeot,3008,2011,2011,191766,Flex,Automatizado,Prata,4,ES,10000,0
Fiat,Cronos,2020,2020,38900,Flex,Manual,Prata,4,PR,36641,1
Toyota,Corolla,2010,2010,181654,Flex,Automático,Marrom,4,SC,10000,0
Renault,Kwid,2008,2009,208633,Flex,Automático,Cinza,2,ES,10000,1
Peugeot,3008,2005,2005,299669,Flex,Manual,Azul,2,BA,10000,0
Hyundai,Tucson,2019,2020,98138,Flex,Manual,Branco,4,CE,30790,1
Chevrolet,Cobalt,2014,2014,113320,Flex,Manual,Prata,2,MG,11979,0
Ford,Ka,2015,2016,128596,Flex,CVT,Cinza,4,ES,14149,0
Honda,Fit,2017,2017,141925,Flex,Manual,Vermelho,4,DF,26962,0
Nissan,March,2009,2009,194572,Diesel,Automático,Marrom,4,DF,10000,0
Citroën,Aircross,2008,2008,197115,Flex,Manual,Azul,4,SP,10000,0
Volkswagen,Fox,2010,2010,89868,Gasolina,Manual,Vermelho,2,PR,10000,0
Renault,Sandero,2015,2016,155789,Flex,CVT,Branco,4,BA,11060,1
Jeep,Compass,2009,2010,262952,Gasolina,Manual,Marrom,2,PE,10000,0
Peugeot,208,2005,2005,281194,Flex,Manual,Marrom,2,PR,10000,0
Jeep,Renegade,2012,2013,93076,Flex,Automático,Azul,4,SP,26041,0
Renault,Captur,2025,2025,640,Flex,Manual,Marrom,4,RJ,72890,1
Jeep,Commander,2018,2019,40456,Flex,Automático,Branco,4,CE,58572,1
Toyota,Corolla,2009,2009,102102,Flex,CVT,Prata,4,RS,19676,0
Jeep,Compass,2021,2022,49437,Flex,Automático,Branco,4,GO,79353,0
Peugeot,2008,2017,2018,56896,Flex,Manual,Cinza,4,CE,25397,1
Volkswagen,Virtus,2023,2024,18354,Flex,Automático,Preto,2,GO,54604,1
Hyundai,Tucson,2008,2008,199473,Flex,Automático,Branco,2,MG,10000,0
Fiat,Strada,2012,2013,226426,Flex,CVT,Branco,4,PR,10000,0
Chevrolet,Onix Plus,2012,2013,118154,Flex,CVT,Cinza,4,ES,11132,0
Chevrolet,S10,2024,2024,16531,Flex,Automático,Preto,4,RS,46401,1
Ford,Focus,2005,2005,456831,Flex,Automático,Azul,4,PE,10000,1
Renault,Captur,2016,2017,68257,Flex,Manual,Branco,2,SC,17003,0
Citroën,C3,2023,2024,16045,Flex,Manual,Marrom,4,PR,41965,1
Citroën,C4 Cactus,2013,2013,102944,Gasolina,Manual,Azul,2,RS,11959,0
Renault,Oroch,2012,2013,116608,Flex,Manual,Preto,4,RS,12440,0
Renault,Sandero,2018,2018,91210,Flex,CVT,Cinza,2,BA,24443,1
Fiat,Toro,2010,2010,226647,Flex,Manual,Cinza,4,CE,10000,0
Citroën,C4 Cactus,2008,2009,250934,Flex,Automático,Branco,4,GO,10000,0
Honda,HR-V,2017,2017,86548,Gasolina,Automático,Prata,4,PE,39415,0
Citroën,C4 Cactus,2010,2010,183159,Flex,Automático,Vermelho,4,MG,10000,0
Jeep,Renegade,2017,2017,180597,Flex,Manual,Marrom,4,ES,13793,0
Chevrolet,Onix Plus,2009,2009,199852,Flex,Manual,Azul,4,RJ,10000,0
Honda,City,2008,2009,193897,Flex,Automático,Branco,4,ES,10000,0
Hyundai,HB20,2017,2018,64069,Flex,Manual,Azul,2,MG,33875,0
Hyundai,i30,2009,2009,236290,Etanol,Automatizado,Branco,2,SC,10000,0
Nissan,Versa,2018,2018,58704,Flex,Automático,Azul,2,BA,33733,1
Chevrolet,Tracker,2021,2021,57034,Diesel,Automático,Prata,4,ES,23964,1
Chevrolet,Cruze,2021,2021,36452,Flex,Automático,Azul,4,SC,41884,1
Toyota,Corolla,2008,2008,268404,Flex,Manual,Marrom,4,SP,10000,0
Nissan,Kicks,2025,2025,1927,Flex,Manual,Preto,2,RS,65758,1
Volkswagen,Tiguan,2009,2009,288886,Gasolina,Manual,Vermelho,4,SP,10000,0
Volkswagen,Up!,2006,2006,422372,Gasolina,Manual,Vermelho,4,DF,10000,0
Fiat,Cronos,2006,2007,348773,Flex,Manual,Cinza,4,ES,10000,0
Toyota,Hilux,2006,2006,261151,Flex,Automático,Preto,4,RJ,10000,0
Fiat,Palio,2014,2014,256231,Flex,Automático,Azul,4,ES,10000,0
Toyota,Hilux,2010,2010,229995,Flex,Manual,Azul,4,PE,10000,0
Nissan,Sentra,2012,2012,142800,Flex,CVT,Preto,4,BA,10698,0
Hyundai,HB20S,2005,2005,216126,Diesel,Automatizado,Azul,4,ES,10000,0
Nissan,Frontier,2022,2023,30396,Diesel,Automático,Marrom,4,RS,72009,1
Fiat,Pulse,2005,2006,239553,Flex,Manual,Branco,4,BA,10000,0
Ford,Ranger,2020,2020,86759,Flex,Manual,Prata,4,RS,33502,1
Renault,Clio,2022,2023,24795,Gasolina,Automático,Branco,2,RJ,45163,1
Jeep,Commander,2014,2015,81729,Flex,CVT,Cinza,4,PR,29537,0
Ford,Focus,2024,2025,1661,Flex,Manual,Prata,4,MG,61161,0
Nissan,Versa,2023,2023,37643,Gasolina,CVT,Marrom,2,SP,48284,1
Citroën,C3,2007,2007,302692,Flex,Manual,Azul,4,CE,10000,0
Renault,Kwid,2025,2025,821,Flex,Manual,Marrom,4,RJ,48439,1
Ford,Fiesta,2006,2006,231917,Flex,Manual,Marrom,4,CE,10000,0
Toyota,Hilux,2016,2017,96844,Gasolina,Automático,Prata,2,PE,34006,1
Renault,Logan,2009,2009,287397,Flex,Automático,Preto,4,PR,10000,0
Hyundai,i30,2012,2013,143192,Diesel,Automatizado,Vermelho,4,RS,11435,0
Honda,HR-V,2014,2015,69089,Flex,Automático,Cinza,4,PE,40015,1
Nissan,Versa,2009,2010,257170,Flex,Manual,Azul,2,DF,10000,0
Chevrolet,Tracker,2005,2005,311637,Gasolina,Automatizado,Preto,4,SC,10000,0
Renault,Captur,2006,2006,209713,Flex,Automático,Marrom,2,PR,10000,0
Citroën,C3,2022,2022,34274,Flex,Manual,Marrom,4,RJ,37330,1
Peugeot,3008,2024,2025,1828,Diesel,Manual,Vermelho,4,ES,75426,1
Hyundai,Tucson,2023,2024,9677,Flex,Automático,Vermelho,2,CE,81325,1
Jeep,Commander,2019,2020,44555,Flex,Manual,Branco,4,MG,52640,1
Chevrolet,Onix Plus,2025,2025,1037,Flex,Manual,Azul,4,RS,35801,1
Volkswagen,Jetta,2022,2022,25611,Flex,Automático,Azul,4,PE,47269,1
Citroën,C4 Cactus,2013,2014,217470,Flex,Automático,Prata,4,MG,10000,0
Hyundai,i30,2023,2023,38147,Flex,Manual,Prata,4,SP,55870,1
Hyundai,i30,2013,2014,211867,Gasolina,Automático,Prata,4,PR,10000,1
Jeep,Compass,2018,2018,83846,Flex,Manual,Cinza,4,DF,30926,1
Hyundai,Tucson,2016,2017,159439,Gasolina,Automático,Prata,4,SP,15319,1
Hyundai,i30,2025,2025,2108,Diesel,Manual,Marrom,4,CE,76317,1
Hyundai,HB20S,2006,2007,184047,Flex,Manual,Prata,4,DF,10000,0
Volkswagen,T-Cross,2025,2025,996,Gasolina,CVT,Prata,2,CE,56093,1
Nissan,Frontier,2009,2009,226270,Flex,Manual,Vermelho,2,PE,10000,0
Renault,Captur,2019,2020,50389,Diesel,Manual,Cinza,4,CE,23846,0
Hyundai,Tucson,2017,2018,102526,Gasolina,Automático,Marrom,4,SP,27348,0
Ford,Ka,2019,2019,67145,Flex,Manual,Marrom,4,GO,26619,1
Jeep,Commander,2006,2007,207066,Flex,Manual,Vermelho,4,BA,10000,0
Citroën,C4 Cactus,2011,2011,166127,Flex,CVT,Azul,4,RJ,10000,0
Volkswagen,Virtus,2012,2012,129300,Flex,Manual,Prata,4,PR,11134,0
Renault,Logan,2011,2011,121087,Flex,Automático,Vermelho,4,RS,10000,1
Ford,Ranger,2008,2009,245325,Flex,CVT,Marrom,4,RS,10000,0
Citroën,Aircross,2016,2016,158958,Flex,Manual,Cinza,4,RJ,10000,0
Citroën,Aircross,2013,2014,80074,Flex,Automático,Preto,4,BA,15990,0
Toyota,Etios,2018,2019,51969,Flex,Manual,Preto,4,SC,40743,0
Fiat,Cronos,2020,2021,94246,Flex,Automatizado,Cinza,2,PE,28477,0
Citroën,C4 Cactus,2020,2021,39354,Flex,CVT,Cinza,4,GO,53654,1
Ford,Ka,2012,2013,160219,Diesel,Automático,Cinza,2,PR,10000,0
Jeep,Commander,2005,2005,361035,Flex,Manual,Vermelho,4,ES,10000,0
Chevrolet,Onix Plus,2014,2014,101123,Flex,Manual,Cinza,4,DF,12645,0
Honda,City,2022,2022,29160,Flex,Manual,Cinza,4,PR,67726,1
Peugeot,208,2012,2013,75068,Flex,Manual,Marrom,2,BA,17159,1
Toyota,SW4,2006,2007,252464,Flex,CVT,Branco,2,MG,10000,0
Peugeot,3008,2012,2013,198938,Flex,Manual,Prata,4,DF,10000,0
Jeep,Commander,2008,2009,385226,Flex,Automático,Marrom,4,PE,10000,0
Honda,WR-V,2015,2016,139094,Flex,Manual,Prata,4,MG,23086,0
Honda,Civic,2018,2019,44543,Flex,Manual,Preto,4,ES,48461,1
Fiat,Cronos,2007,2008,170707,Flex,CVT,Prata,2,PE,10000,0
Honda,WR-V,2013,2014,209584,Flex,Automático,Cinza,4,SP,10000,0
Chevrolet,S10,2011,2011,182947,Flex,Automático,Azul,4,PR,10000,0
Nissan,Versa,2008,2008,177575,Flex,Automático,Azul,4,ES,10000,0
Hyundai,Creta,2011,2011,121753,Gasolina,CVT,Branco,4,RS,13730,0
Jeep,Commander,2018,2019,38961,Flex,Manual,Vermelho,4,PR,55550,1
Honda,City,2012,2013,161088,Flex,Automático,Vermelho,4,SC,11745,0
Fiat,Cronos,2009,2009,288535,Flex,Manual,Marrom,4,CE,10000,0
Honda,Fit,2016,2017,159827,Gasolina,Manual,Cinza,2,ES,18034,0
Volkswagen,Polo,2022,2023,25213,Flex,Automático,Prata,4,PR,39164,1
Chevrolet,Cruze,2017,2017,135388,Gasolina,Automático,Azul,4,BA,10470,0
Fiat,Strada,2009,2009,239623,Flex,Automático,Cinza,4,RS,10000,0
Ford,Ka,2012,2013,154036,Gasolina,Manual,Prata,4,PE,10000,0
Citroën,Aircross,2009,2010,96843,Flex,Manual,Prata,4,RS,14486,1
Peugeot,2008,2007,2007,229802,Flex,Manual,Preto,2,ES,10000,0
Renault,Captur,2005,2006,279742,Flex,Manual,Prata,4,SP,10000,0
Fiat,Punto,2018,2018,139168,Flex,Automático,Vermelho,4,GO,17408,1
Citroën,C4 Cactus,2011,2012,95036,Flex,Manual,Marrom,4,ES,10683,0
Renault,Clio,2010,2010,108311,Flex,Automático,Preto,2,CE,13045,0
Ford,Focus,2019,2020,66561,Flex,Manual,Prata,4,PE,25964,0
Toyota,Hilux,2019,2020,51906,Gasolina,Automático,Vermelho,2,SP,61170,0
Jeep,Renegade,2016,2017,136670,Gasolina,CVT,Marrom,4,ES,24300,0
Hyundai,HB20,2018,2018,54741,Flex,Manual,Marrom,4,SC,29615,0
Fiat,Mobi,2022,2022,41643,Flex,Manual,Marrom,4,RJ,32143,1
Honda,City,2017,2018,88128,Flex,Manual,Branco,4,PR,31212,1
Ford,Ranger,2024,2025,1069,Flex,Manual,Marrom,4,SC,51665,1
Jeep,Compass,2019,2019,63397,Flex,CVT,Azul,2,SC,50874,0
Honda,Civic,2024,2024,16885,Flex,Automatizado,Preto,4,MG,85741,1
Renault,Kwid,2017,2018,93988,Flex,Automático,Azul,4,CE,22989,1
Renault,Oroch,2011,2011,270264,Flex,Manual,Preto,4,BA,10000,0
Citroën,Aircross,2016,2016,78399,Flex,Manual,Prata,4,RS,15612,0
Renault,Logan,2023,2023,39699,Flex,Manual,Preto,4,SC,37823,1
Peugeot,3008,2005,2005,220336,Flex,Manual,Marrom,4,PR,10000,1
Citroën,C3,2018,2018,102731,Flex,Manual,Azul,2,SC,15547,0
Peugeot,3008,2018,2018,155976,Etanol,Automático,Branco,4,CE,13043,0
Peugeot,208,2007,2008,399544,Flex,Manual,Preto,4,DF,10000,0
Chevrolet,Cruze,2016,2017,82276,Flex,Automático,Preto,4,PE,22410,0
Citroën,C4 Cactus,2010,2011,219459,Gasolina,Manual,Branco,4,CE,10000,0
Hyundai,Creta,2009,2009,270185,Flex,Automático,Cinza,4,RS,10000,0
Fiat,Strada,2011,2012,279237,Diesel,Manual,Cinza,4,PE,10000,0
Ford,Ranger,2007,2007,212283,Flex,Automatizado,Azul,4,RJ,10000,0
Honda,Fit,2025,2025,1371,Flex,Manual,Prata,2,ES,95613,1
Nissan,March,2025,2025,936,Flex,Automático,Prata,4,BA,100143,1
Volkswagen,Gol,2024,2025,1731,Flex,Automático,Cinza,4,GO,53233,1
Nissan,Sentra,2006,2006,376395,Diesel,Manual,Azul,4,GO,10000,0
Hyundai,Tucson,2018,2019,98282,Flex,CVT,Cinza,4,SC,34139,1
Volkswagen,Tiguan,2017,2017,137033,Gasolina,Automático,Branco,4,MG,10066,0
Chevrolet,Onix Plus,2016,2017,53229,Flex,Manual,Azul,4,RS,21960,0
Honda,Fit,2011,2012,200512,Flex,Automático,Marrom,2,RS,10000,0
Volkswagen,T-Cross,2024,2024,25105,Gasolina,Automático,Prata,4,RS,36070,1
Volkswagen,Amarok,2005,2006,243222,Gasolina,Manual,Cinza,4,MG,10000,0
Nissan,Versa,2019,2020,79005,Gasolina,Manual,Vermelho,4,PR,34522,0
Ford,Ranger,2005,2005,385366,Diesel,CVT,Azul,2,SP,10000,0
Peugeot,2008,2024,2025,2008,Gasolina,Automático,Branco,4,SP,60602,1
Nissan,Kicks,2021,2021,89272,Flex,Automático,Marrom,2,DF,48522,0
Nissan,Sentra,2014,2015,83149,Flex,Manual,Marrom,4,GO,26892,1
Toyota,SW4,2013,2013,266782,Diesel,Automático,Prata,2,SP,10119,0
Fiat,Palio,2016,2017,136788,Etanol,Automático,Preto,4,MG,17362,0
Peugeot,3008,2025,2025,1657,Flex,CVT,Marrom,4,BA,66895,1
Renault,Kwid,2012,2012,162284,Flex,Manual,Preto,4,BA,10000,0
Hyundai,Tucson,2006,2007,273706,Flex,Automático,Azul,4,BA,10000,0
Chevrolet,Montana,2013,2014,153321,Flex,Automático,Marrom,4,GO,10000,0
Volkswagen,Voyage,2024,2025,1215,Flex,Manual,Marrom,4,BA,37216,1
Volkswagen,T-Cross,2025,2025,1648,Flex,Manual,Prata,4,PE,40990,1
Nissan,Kicks,2008,2008,282685,Flex,Manual,Preto,4,CE,10000,0
Volkswagen,Amarok,2024,2025,1356,Flex,Manual,Marrom,2,GO,34162,0
Peugeot,3008,2006,2007,362547,Flex,Automático,Cinza,4,CE,10000,0
Hyundai,HB20,2017,2017,129671,Flex,Manual,Cinza,4,DF,18909,0
Hyundai,i30,2017,2018,138280,Flex,Automático,Cinza,2,PE,18201,1
Peugeot,3008,2016,2016,87257,Gasolina,Manual,Prata,4,GO,21818,0
Jeep,Compass,2023,2024,13331,Flex,Manual,Branco,4,PR,101619,1
Renault,Oroch,2006,2006,114893,Flex,Manual,Branco,4,PE,10000,0
Peugeot,2008,2019,2019,95161,Flex,Manual,Cinza,2,BA,24376,1
Jeep,Compass,2024,2025,1617,Flex,Automático,Marrom,4,DF,97042,1
Chevrolet,Cruze,2007,2008,360552,Flex,Manual,Azul,4,GO,10000,0
Honda,WR-V,2009,2009,209780,Diesel,Manual,Vermelho,4,PR,10000,0
Chevrolet,S10,2022,2022,36442,Flex,Manual,Branco,4,DF,41866,0
Chevrolet,Cruze,2014,2015,116644,Gasolina,Automático,Branco,4,MG,12854,1
Honda,Civic,2007,2008,165247,Gasolina,Manual,Marrom,4,PE,10000,0
Hyundai,HB20S,2005,2006,258791,Flex,Manual,Preto,2,RJ,10000,0
Chevrolet,Prisma,2024,2024,27684,Flex,Manual,Branco,4,MG,40904,1
Renault,Kwid,2005,2006,226124,Gasolina,Manual,Marrom,4,RS,10000,0
Peugeot,208,2016,2016,79792,Flex,Automático,Branco,4,CE,20437,0
Volkswagen,Voyage,2017,2018,59863,Flex,Manual,Marrom,4,GO,23608,1
Ford,EcoSport,2009,2009,279822,Flex,Automático,Branco,4,RS,10000,0
Peugeot,208,2014,2015,212021,Flex,CVT,Vermelho,4,CE,10000,0
Chevrolet,Montana,2019,2019,79185,Flex,Manual,Cinza,4,DF,23190,1
Chevrolet,Prisma,2021,2022,32538,Flex,Automático,Azul,2,BA,31378,0
Honda,Fit,2024,2025,1393,Flex,Automático,Vermelho,4,GO,143237,1
Hyundai,HB20,2020,2020,45914,Flex,Manual,Cinza,2,CE,52975,1
Fiat,Punto,2017,2018,94425,Gasolina,Automático,Prata,2,RJ,18606,1
Renault,Duster,2018,2018,109805,Flex,Automático,Vermelho,4,MG,18509,0
Hyundai,i30,2015,2016,160747,Flex,CVT,Cinza,4,DF,15230,0
Chevrolet,Cobalt,2008,2009,167252,Flex,Automatizado,Vermelho,4,BA,10000,0
Fiat,Palio,2017,2017,86788,Flex,Manual,Marrom,4,ES,22147,1
Hyundai,Tucson,2014,2015,104512,Flex,Automático,Preto,4,DF,16633,0
Peugeot,2008,2014,2014,183860,Flex,Manual,Marrom,2,CE,10000,0
Ford,Ranger,2016,2017,181336,Flex,CVT,Cinza,4,GO,10000,0
Honda,CR-V,2017,2018,142033,Flex,Manual,Azul,4,MG,21268,0
Peugeot,2008,2010,2011,297653,Flex,Automático,Cinza,2,BA,10000,0
Jeep,Renegade,2015,2016,168328,Flex,Automático,Marrom,4,SC,12765,1
Citroën,Aircross,2017,2017,61403,Diesel,Automático,Azul,4,GO,26454,1
Nissan,March,2013,2013,133482,Flex,Manual,Marrom,2,CE,11293,0
Chevrolet,Onix Plus,2015,2015,101981,Flex,CVT,Branco,4,SC,18767,0
Fiat,Argo,2023,2023,33897,Flex,Manual,Prata,4,CE,34882,1
Renault,Kwid,2023,2024,8776,Flex,Automatizado,Prata,2,CE,39937,1
Hyundai,HB20S,2011,2011,252593,Gasolina,Automático,Preto,4,PR,10000,0
Citroën,Aircross,2005,2005,228936,Flex,Manual,Vermelho,4,GO,10000,0
Peugeot,208,2011,2012,177133,Flex,Automático,Prata,4,BA,10000,0
Citroën,C3,2006,2007,324206,Flex,Automático,Preto,4,RJ,10000,0
Honda,WR-V,2023,2023,27232,Flex,Manual,Azul,2,SP,75891,1
Hyundai,Creta,2012,2012,270280,Diesel,Manual,Vermelho,2,SP,10000,0
Volkswagen,Jetta,2012,2013,193902,Flex,Manual,Branco,4,PR,10000,1
Peugeot,208,2013,2013,185865,Diesel,Automático,Branco,4,ES,10000,0
Volkswagen,T-Cross,2016,2017,189825,Diesel,Automatizado,Vermelho,2,RS,10000,0
Citroën,Aircross,2007,2007,247358,Flex,Automático,Prata,4,DF,10000,0
Citroën,C3,2015,2015,160025,Flex,Manual,Vermelho,2,SC,10000,0
Ford,EcoSport,2013,2014,263937,Flex,Manual,Branco,4,RS,10000,0
Nissan,Sentra,2012,2013,117675,Flex,Manual,Azul,4,GO,19684,0
Honda,WR-V,2018,2018,105204,Flex,Automatizado,Azul,4,PR,36086,1
Chevrolet,Spin,2007,2007,168718,Flex,Manual,Branco,4,DF,10000,0
Nissan,Frontier,2011,2012,136124,Flex,Manual,Prata,2,PE,12857,0
Fiat,Siena,2021,2022,37695,Flex,Automático,Prata,4,GO,44328,0
Nissan,Sentra,2015,2015,88436,Flex,Manual,Vermelho,2,SC,18052,1
Jeep,Commander,2013,2013,130105,Flex,Manual,Marrom,4,MG,20104,0
Nissan,Versa,2025,2025,1139,Flex,Automático,Prata,4,RS,106007,0
Chevrolet,Tracker,2015,2015,190138,Flex,Manual,Vermelho,4,SP,10000,0
Toyota,SW4,2017,2018,142943,Flex,Manual,Vermelho,4,RS,26520,0
Citroën,C3,2009,2009,371578,Gasolina,Manual,Azul,4,SP,10000,0
Jeep,Compass,2018,2018,94392,Flex,Automático,Marrom,2,RS,45182,1
Volkswagen,T-Cross,2020,2021,64013,Diesel,Manual,Prata,4,RJ,34219,1
Peugeot,208,2014,2014,147440,Flex,Automático,Vermelho,4,BA,10000,1
Citroën,Aircross,2023,2024,15837,Flex,Automático,Azul,2,ES,55570,1
Peugeot,2008,2010,2011,253067,Diesel,Automático,Preto,4,RJ,10000,0
Ford,Ka,2013,2014,175811,Flex,Manual,Branco,4,ES,10000,0
Fiat,Cronos,2016,2017,74663,Gasolina,Manual,Marrom,4,BA,19711,0
Jeep,Renegade,2019,2019,137168,Flex,Automático,Cinza,4,CE,26946,1
Ford,Fiesta,2012,2013,287866,Flex,CVT,Branco,4,SP,10000,0
Jeep,Renegade,2025,2025,1190,Flex,Automático,Prata,4,SP,103917,1
Fiat,Cronos,2022,2022,60785,Gasolina,Manual,Cinza,4,SP,32298,1
Jeep,Renegade,2009,2010,162665,Flex,Automático,Preto,4,BA,10433,0
Volkswagen,Tiguan,2006,2007,281497,Flex,Manual,Marrom,4,CE,10000,0
Honda,City,2007,2008,178836,Flex,Manual,Vermelho,4,DF,10000,0
Fiat,Cronos,2025,2025,1415,Flex,Automático,Preto,4,MG,56605,1
Fiat,Strada,2021,2021,90726,Flex,CVT,Vermelho,2,PE,32296,1
Toyota,Hilux,2009,2010,143825,Flex,Automático,Branco,4,CE,14899,1
Citroën,C3,2005,2006,137516,Flex,CVT,Vermelho,4,PR,10000,0
Volkswagen,Saveiro,2005,2006,141704,Flex,Manual,Cinza,4,BA,10000,0
Chevrolet,Spin,2016,2016,184589,Flex,Manual,Cinza,4,DF,10000,0
Honda,City,2006,2006,159353,Flex,Automático,Azul,4,RS,12493,0
Volkswagen,T-Cross,2015,2015,118289,Flex,Manual,Azul,2,SC,10000,0
Chevrolet,Onix,2020,2021,70868,Gasolina,Automático,Branco,2,GO,20124,1
Hyundai,i30,2025,2025,889,Flex,Automático,Cinza,2,GO,82530,0
Honda,Fit,2008,2008,390879,Gasolina,Manual,Azul,4,BA,10000,0
Renault,Duster,2012,2013,209329,Diesel,Automático,Cinza,4,PE,10000,0
Fiat,Palio,2007,2007,161476,Flex,Manual,Preto,4,GO,10000,0
Honda,City,2018,2019,103364,Flex,Manual,Prata,4,SP,40004,1
Jeep,Renegade,2009,2009,369653,Etanol,Manual,Vermelho,4,PR,10000,0
Fiat,Uno,2011,2012,93613,Flex,Automático,Prata,4,RJ,11537,0
Citroën,C4 Cactus,2013,2014,189146,Flex,Manual,Preto,4,RS,10000,0
Volkswagen,Tiguan,2009,2010,119674,Flex,Automático,Prata,4,PR,10181,0
Peugeot,2008,2010,2011,80604,Flex,Manual,Cinza,4,SC,10000,1
Citroën,Aircross,2015,2016,112126,Gasolina,Automático,Vermelho,4,MG,16899,0
Jeep,Commander,2025,2025,896,Gasolina,CVT,Branco,4,PE,124913,1
Renault,Logan,2022,2022,34405,Flex,Manual,Cinza,4,RJ,33310,1
Jeep,Compass,2007,2008,233089,Diesel,Manual,Cinza,4,MG,10000,0
Renault,Logan,2006,2007,130900,Flex,CVT,Vermelho,4,BA,10000,0
Renault,Oroch,2023,2024,9148,Flex,CVT,Cinza,4,DF,54977,1
Honda,Fit,2018,2019,33381,Flex,Manual,Cinza,4,PE,59714,1
Volkswagen,Nivus,2024,2024,8832,Flex,Manual,Cinza,2,MG,50328,1
Renault,Captur,2006,2006,193945,Diesel,CVT,Vermelho,2,BA,10000,0
Chevrolet,Cobalt,2015,2016,142420,Flex,Manual,Prata,4,PR,10000,0
Renault,Sandero,2015,2016,153329,Flex,Manual,Prata,4,RJ,10000,0
Peugeot,2008,2007,2008,220251,Flex,Manual,Branco,4,PE,10000,0
Fiat,Pulse,2008,2008,100142,Flex,Manual,Marrom,4,BA,10000,0
Fiat,Toro,2017,2017,162204,Flex,Manual,Azul,4,CE,10000,0
Hyundai,HB20,2011,2011,295441,Flex,Manual,Cinza,4,PE,10000,0
Volkswagen,Fox,2015,2016,94307,Flex,CVT,Vermelho,4,SP,15356,0
Volkswagen,Fox,2020,2020,57632,Flex,Manual,Preto,4,RS,25654,1
Toyota,Etios,2024,2025,1578,Flex,Automático,Prata,2,RJ,131795,1
Volkswagen,Polo,2017,2017,126056,Gasolina,Manual,Prata,4,MG,10000,0
Chevrolet,S10,2024,2025,1197,Flex,Automático,Marrom,4,GO,55867,1
Ford,Focus,2023,2023,20066,Flex,Manual,Azul,4,SP,39681,0
Citroën,Aircross,2008,2009,135570,Flex,Automático,Azul,4,SC,10366,0
Nissan,Sentra,2006,2006,251260,Flex,Automático,Marrom,4,RS,10000,0
Jeep,Compass,2010,2011,201322,Flex,Manual,Preto,4,PE,10000,1
Volkswagen,Saveiro,2022,2022,46585,Gasolina,Manual,Branco,4,RS,35937,1
Hyundai,HB20,2016,2017,67518,Flex,Manual,Vermelho,4,RJ,28010,1
Renault,Clio,2022,2022,30876,Flex,Automático,Branco,2,SP,30531,1
Nissan,March,2014,2014,113574,Flex,Automático,Marrom,2,SC,22278,1
Fiat,Uno,2017,2017,118562,Flex,Automático,Cinza,2,MG,18088,0
